   1   Elem-N   1.000   0.000   0.000   0.000   0.0000.00E+000.00E+00   0.000
   2   Elem-P   0.000   1.000   0.000   0.000   0.0000.00E+000.00E+00   0.000
   3  ANH-NH3   0.820   0.000   0.000   0.000   1.0000.00E+000.00E+00   0.000
   4     UREA   0.460   0.000   0.000   0.000   1.0000.00E+000.00E+00   0.000
   5 46-00-00   0.460   0.000   0.000   0.000   0.0000.00E+000.00E+00   0.000
   6 33-00-00   0.330   0.000   0.000   0.000   0.0000.00E+000.00E+00   0.000
   7 31-13-00   0.310   0.057   0.000   0.000   0.0000.00E+000.00E+00   0.000
   8 30-80-00   0.300   0.352   0.000   0.000   0.0000.00E+000.00E+00   0.000
   9 30-15-00   0.300   0.066   0.000   0.000   0.0000.00E+000.00E+00   0.000
  10 28-10-10   0.280   0.044   0.000   0.000   0.0000.00E+000.00E+00   0.000
  11 28-03-00   0.280   0.013   0.000   0.000   0.0000.00E+000.00E+00   0.000
  12 26-13-00   0.260   0.057   0.000   0.000   0.0000.00E+000.00E+00   0.000
  13 25-05-00   0.250   0.022   0.000   0.000   0.0000.00E+000.00E+00   0.000
  14 25-03-00   0.250   0.013   0.000   0.000   0.0000.00E+000.00E+00   0.000
  15 24-06-00   0.240   0.026   0.000   0.000   0.0000.00E+000.00E+00   0.000
  16 22-14-00   0.220   0.062   0.000   0.000   0.0000.00E+000.00E+00   0.000
  17 20-20-00   0.200   0.088   0.000   0.000   0.0000.00E+000.00E+00   0.000
  18 18-46-00   0.180   0.202   0.000   0.000   0.0000.00E+000.00E+00   0.000
  19 18-04-00   0.180   0.018   0.000   0.000   0.0000.00E+000.00E+00   0.000
  20 16-20-20   0.160   0.088   0.000   0.000   0.0000.00E+000.00E+00   0.000
  21 15-15-15   0.150   0.066   0.000   0.000   0.0000.00E+000.00E+00   0.000
  22 15-15-00   0.150   0.066   0.000   0.000   0.0000.00E+000.00E+00   0.000
  23 13-13-13   0.130   0.057   0.000   0.000   0.0000.00E+000.00E+00   0.000
  24 12-20-00   0.120   0.088   0.000   0.000   0.0000.00E+000.00E+00   0.000
  25 11-52-00   0.110   0.229   0.000   0.000   0.0000.00E+000.00E+00   0.000
  26 11-15-00   0.110   0.066   0.000   0.000   0.0000.00E+000.00E+00   0.000
  27 10-34-00   0.100   0.150   0.000   0.000   0.0000.00E+000.00E+00   0.000
  28 10-28-00   0.100   0.123   0.000   0.000   0.0000.00E+000.00E+00   0.000
  29 10-20-20   0.100   0.088   0.000   0.000   0.0000.00E+000.00E+00   0.000
  30 10-10-10   0.100   0.044   0.000   0.000   0.0000.00E+000.00E+00   0.000
  31 08-15-00   0.080   0.066   0.000   0.000   0.0000.00E+000.00E+00   0.000
  32 08-08-00   0.080   0.035   0.000   0.000   0.0000.00E+000.00E+00   0.000
  33 07-07-00   0.070   0.031   0.000   0.000   0.0000.00E+000.00E+00   0.000
  34 07-00-00   0.070   0.000   0.000   0.000   0.0000.00E+000.00E+00   0.000
  35 06-24-24   0.060   0.106   0.000   0.000   0.0000.00E+000.00E+00   0.000
  36 05-10-15   0.050   0.044   0.000   0.000   0.0000.00E+000.00E+00   0.000
  37 05-10-10   0.050   0.044   0.000   0.000   0.0000.00E+000.00E+00   0.000
  38 05-10-05   0.050   0.044   0.000   0.000   0.0000.00E+000.00E+00   0.000
  39 04-08-00   0.040   0.035   0.000   0.000   0.0000.00E+000.00E+00   0.000
  40 03-06-00   0.030   0.026   0.000   0.000   0.0000.00E+000.00E+00   0.000
  41 02-09-00   0.020   0.040   0.000   0.000   0.0000.00E+000.00E+00   0.000
  42 00-15-00   0.000   0.066   0.000   0.000   0.0000.00E+000.00E+00   0.000
  43 00-06-00   0.000   0.026   0.000   0.000   0.0000.00E+000.00E+00   0.000
  44 DAIRY-FR   0.007   0.005   0.031   0.003   0.9900.00E+000.00E+00   0.000
  45  BEEF-FR   0.010   0.004   0.030   0.007   0.9900.00E+000.00E+00   0.000
  46  VEAL-FR   0.023   0.006   0.029   0.007   0.9900.00E+000.00E+00   0.000
  47 SWINE-FR   0.026   0.011   0.021   0.005   0.9900.00E+000.00E+00   0.000
  48 SHEEP-FR   0.014   0.003   0.024   0.005   0.9900.00E+000.00E+00   0.000
  49  GOAT-FR   0.013   0.003   0.022   0.005   0.9900.00E+000.00E+00   0.000
  50 HORSE-FR   0.006   0.001   0.014   0.003   0.9900.00E+000.00E+00   0.000
  51 LAYER-FR   0.013   0.006   0.040   0.013   0.9900.00E+000.00E+00   0.000
  52 BROIL-FR   0.010   0.004   0.040   0.010   0.9900.00E+000.00E+00   0.000
  53  TURK-FR   0.007   0.003   0.045   0.016   0.9900.00E+000.00E+00   0.000
  54  DUCK-FR   0.023   0.008   0.025   0.009   0.9900.00E+000.00E+00   0.000
